product_id,title,price,sale_price,availability,material,color,color_hex,size_text,origin,age_group,pattern,images,status,visibility,price_visible,category
test-utf8,"Test Rug UTF8",100,90,in stock,wool,"Beige|Red","#cbb79c|#7a1f2b","170x240","Anatolia",adult,"geometric","https://example.com/1.jpg active",active,public,true,
10002,"Anatolian Rug",329,299,in stock,100% wool,"Beige|Burgundy","#cbb79c|#7a1f2b","170x240 cm","Anatolia",adult,"Traditional, Vintage","https://drive.usercontent.google.com/download?id=1JrGeVxJI15MDNOai82tpr0PARlxMFR9T&export=view",active,public,true,
test-123,"Smoke Test Rug",123.45,,in stock,,"","","","",,"","https://example.com/i.jpg",active,public,true,
10132,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7f5c49|#ad7e63","#7f5c49|#ad7e63","6' 3'' X 10' 4''","",,"","https://drive.usercontent.google.com/download?id=1tgAmiMiV8qxS1VDuRSDq4wehh7sANXXD&export=view",active,public,true,
10412,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#957c65|#625549","#957c65|#625549","8' 3'' X 12' 3''","",,"","https://drive.usercontent.google.com/download?id=1R-rYejknIqDsObZodW0LR_thbP20jvEt&export=view",active,public,true,
10356,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#a17e6b|#61534c","#a17e6b|#61534c","3'11'' X  6' 0''","",,"","https://drive.usercontent.google.com/download?id=1IpKtyt_9ds0bZN2nUjcEY8v15V2vt7bj&export=view",active,public,true,
10183,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#664a3a|#421b18","#664a3a|#421b18","6' 7'' X 10' 2''","",,"","https://drive.usercontent.google.com/download?id=1eLvqaggn7thpYTP0weYYa-VhEXB3AgY7&export=view",active,public,true,
10130,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#a97d68|#d4b696","#a97d68|#d4b696","6' 8'' X 10' 6''","",,"","https://drive.usercontent.google.com/download?id=1a147Ir9jkH7pnpUonelzfYbcdg8ouRHz&export=view",active,public,true,
10124,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#6b533b|#37221a","#6b533b|#37221a","6' 6'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1qsQzd3DGyKz7h7XDf1ENB2GCRtpGBYUO&export=view",active,public,true,
10213,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#51403a|#292120","#51403a|#292120","6' 7'' X  9'10''","",,"","https://drive.usercontent.google.com/download?id=1vqC4ArZKjhMfUrKtxhnlefseUF9yfCgB&export=view",active,public,true,
10434,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#783032|#2a232d","#783032|#2a232d","3' 3'' X  9'11''","",,"","https://drive.usercontent.google.com/download?id=1T-M7QJFEyNP8yC3xiN_xIEIo5NRg7TRn&export=view",active,public,true,
10068,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#7e6750|#4d3128","#7e6750|#4d3128","6' 5'' X 10' 3''","",,"","https://drive.usercontent.google.com/download?id=1O5cw_YFYmOdYtWGQvCqTin1wTs4Q6PIo&export=view",active,public,true,
13297,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#baa086|#ab6156","#baa086|#ab6156","4' 0'' X  5' 7''","",,"","https://drive.usercontent.google.com/download?id=1QZEb6JA8e-WDxEJeeeCCAU6oXiXiYFZl&export=view",active,public,true,
10278,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#a48370|#d4c2a0","#a48370|#d4c2a0","4' 9'' X  7' 3''","",,"","https://drive.usercontent.google.com/download?id=1CT0ln-ZRArEPyCex6bH8sm57Yj6pCL-W&export=view",active,public,true,
10431,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#9b2a36|#2d2e3d","#9b2a36|#2d2e3d","3' 2'' X  9' 8''","",,"","https://drive.usercontent.google.com/download?id=1rM449mBYeuBSmkREGgWWvk5l4hIEq1ft&export=view",active,public,true,
10161,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#835741|#822a21","#835741|#822a21","6' 4'' X 10' 1''","",,"","https://drive.usercontent.google.com/download?id=1w7E8rwlMfJ6fpoEiSOfezuuaojBw3pME&export=view",active,public,true,
10114,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#876e5a|#bf9c7b","#876e5a|#bf9c7b","6' 6'' X  9' 6''","",,"","https://drive.usercontent.google.com/download?id=1i0L0llgKvNkxF_7QN2fH0fi_vhHjijIv&export=view",active,public,true,
10150,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#8a4442|#9b806f","#8a4442|#9b806f","6' 5'' X  9'10''","",,"","https://drive.usercontent.google.com/download?id=1nJYCKKO8-2cMLsi3B8SGT30P6CBbICJL&export=view",active,public,true,
10383,"Cappadocia rug",,,in stock,Wool pile; cotton foundation (fringes cotton),"#59181a|#231b1c","#59181a|#231b1c","2' 8'' X  6' 3''","",,"","https://drive.usercontent.google.com/download?id=1_tEgtHirQHzlEsV0oAy0V_a3hd7YqXIQ&export=view",active,public,true,
